16:38:19.924 INFO  manager.ApplicationManager - All tests run in Chrome Browser
16:38:20.694 INFO  manager.ApplicationManager - The link ---->https://telranedu.web.app/home
16:38:20.720 INFO  tests.TestBase - Name of method -->loginSuccessModel
16:38:20.721 INFO  manager.ApplicationManager - Before find element:By.xpath: //button[text()='Sign Out']
16:38:25.770 INFO  manager.ApplicationManager - element found success:By.xpath: //button[text()='Sign Out']
16:38:25.773 INFO  tests.TestBase - Test data --->: User{firstName='null', lastName='null', email='mara@gmail.com', password='Mmar123456$'}
16:38:25.776 INFO  manager.ApplicationManager - Before find element:By.cssSelector: a[href='/login']
16:38:25.807 INFO  manager.ApplicationManager - element found success:By.cssSelector: a[href='/login']
16:38:25.815 INFO  manager.ApplicationManager - start method click [[ChromeDriver: chrome on WINDOWS (89bfed01d77bfdf1a4ab1c847c972f44)] -> css selector: a[href='/login']]
16:38:25.914 INFO  manager.ApplicationManager - done method click [[ChromeDriver: chrome on WINDOWS (89bfed01d77bfdf1a4ab1c847c972f44)] -> css selector: a[href='/login']]
16:38:25.914 INFO  manager.ApplicationManager - Before find element:By.name: email
16:38:25.934 INFO  manager.ApplicationManager - element found success:By.name: email
16:38:25.934 INFO  manager.ApplicationManager - start method click [[ChromeDriver: chrome on WINDOWS (89bfed01d77bfdf1a4ab1c847c972f44)] -> name: email]
16:38:25.966 INFO  manager.ApplicationManager - done method click [[ChromeDriver: chrome on WINDOWS (89bfed01d77bfdf1a4ab1c847c972f44)] -> name: email]
16:38:26.069 INFO  manager.ApplicationManager - Before find element:By.xpath: //input[last()]
16:38:26.090 INFO  manager.ApplicationManager - element found success:By.xpath: //input[last()]
16:38:26.091 INFO  manager.ApplicationManager - start method click [[ChromeDriver: chrome on WINDOWS (89bfed01d77bfdf1a4ab1c847c972f44)] -> xpath: //input[last()]]
16:38:26.123 INFO  manager.ApplicationManager - done method click [[ChromeDriver: chrome on WINDOWS (89bfed01d77bfdf1a4ab1c847c972f44)] -> xpath: //input[last()]]
16:38:26.242 INFO  manager.ApplicationManager - Before find element:By.xpath: //button[text()='Login']
16:38:26.258 INFO  manager.ApplicationManager - element found success:By.xpath: //button[text()='Login']
